principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor,categoria_precio
Fósforo,Tableta,Fósforo 250 mg + Fósforo 250 mg + Fósforo 250 mg,mg,Kaffot,Liminal,4310.96,Medio,2,Economico
Mexazolam,Tableta,Mexazolam 1 mg,mg,Sedoxil,Bial Portela,2787.8,Medio,2,Economico
Mexazolam,Tableta,Mexazolam 1 mg,mg,Sedoxil,Bial Portela,2503.688034,Medio,2,Economico
Antigripal,Capsula,Antigripal,mg,Alivium Gripa,Ophalac,401.9047619,Bajo,1,Economico
Rifaximina,Capsula,Rifaximina 550 mg,mg,Ifaxim,Procaps,9043.715847,Alto,3,Economico
Rifaximina,Capsula,Rifaximina 550 mg,mg,Ifaxim,Procaps,3120.0,Alto,3,Economico
Ciproterona Y Etinilestradiol,Tableta,"Etinilestradiol 0,035 mg + Ciproterona 2 mg",mg,Donabella,Exeltis,423.8294604,Medio,2,Economico
Ciproterona Y Etinilestradiol,Tableta,"Etinilestradiol 0,035 mg + Ciproterona 2 mg",mg,Donabella,Exeltis,348.007589,Medio,2,Economico
Dienogest,Tableta,Dienogest 2 mg,mg,Metrinelle,Exeltis,2706.636658,Bajo,1,Economico
Dienogest,Tableta,Dienogest 2 mg,mg,Metrinelle,Exeltis,914.5818514,Bajo,1,Economico
Levonorgestrel,Tableta,"Levonorgestrel 0,75 mg",mg,Postcoid,Gimed,4071.5,Medio,2,Economico
Vortioxetina,Tableta,Vortioxetina 20 mg,mg,Brintellix,Lundbeck,6002.571429,Medio,2,Economico
Naproxeno + Acetaminofen + Cafeina,Tableta,Cafeina 65 mg + Naproxeno 220 mg + Acetaminofen 250 mg,mg,Lumbal Max,Lafrancol,1394.416767,Medio,2,Economico
Ibuprofeno Y Cafeina,Tableta,Ibuprofeno 400 mg + Cafeina 65 mg,mg,Advil Fem,Glaxosmithkline,1493.443517,Alto,3,Economico
Ibuprofeno Y Cafeina,Tableta,Cafeina 65 mg + Ibuprofeno 400 mg,mg,Advil Fem,Haleon,1637.0,Medio,2,Economico
Candesartan,Tableta,Candesartan 16 mg,mg,Candesartan,Tecnoquimicas,723.9585097,Medio,2,Economico
Candesartan,Tableta,Candesartan 16 mg,mg,Candesartan,Tecnoquimicas,394.7465837,Bajo,1,Economico
Candesartan,Tableta,Candesartan 8 mg,mg,Candesartan,Tecnoquimicas,362.1086369,Medio,2,Economico
Candesartan,Tableta,Candesartan 8 mg,mg,Candesartan,Tecnoquimicas,199.9375,Bajo,1,Economico
Bromuro De Otilonio,Tableta,Bromuro De Otilonio 40 mg,mg,Kolitrox F,Ruecam,3005.762712,Medio,2,Economico
Telmisartan,Tableta,Telmisartan 80 mg,mg,Telmisartan,Tecnoquimicas,649.0277778,Medio,2,Economico
Telmisartan,Tableta,Telmisartan 80 mg,mg,Telmisartan,Tecnoquimicas,642.1719724,Bajo,1,Economico
Acetaminofen Y Metocarbamol,Tableta,Acetaminofen 325 mg + Metocarbamol 400 mg,mg,Robaxifen Nf,Glaxosmithkline,2502.816489,Medio,2,Economico
Acetaminofen Y Metocarbamol,Tableta,Acetaminofen 325 mg + Metocarbamol 400 mg,mg,Robaxifen Nf,Glaxosmithkline,2357.375,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Durax Vsd,Lafrancol,5212.366181,Alto,3,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Durax Vsd,Lafrancol,2153.333333,Alto,3,Economico
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Durax Vsd,Lafrancol,21349.0,Alto,3,Moderado
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Durax Vsd,Lafrancol,14188.0,Alto,3,Moderado
Tadalafilo,Tableta,Tadalafilo 10 mg,mg,Durax Vsd,Lafrancol,16481.5,Alto,3,Moderado
Tadalafilo,Tableta,Tadalafilo 10 mg,mg,Durax Vsd,Lafrancol,10089.9399,Alto,3,Moderado
Telmisartan,Tableta,Telmisartan 40 mg,mg,Telmisartan,Tecnoquimicas,343.0205977,Medio,2,Economico
Telmisartan,Tableta,Telmisartan 40 mg,mg,Telmisartan,Tecnoquimicas,319.939759,Medio,2,Economico
Fluconazol Y Secnidazol,Tableta,Fluconazol 75 mg + Secnidazol 1 g,mg,Dagynfil Fem,Patmar,10317.65081,Medio,2,Moderado
Hierro,Tableta,Sulfato Ferroso 300 mg,mg,Sulfato Ferroso,Ecar,76.40291262,Alto,3,Economico
Hierro,Tableta,Sulfato Ferroso 300 mg,mg,Sulfato Ferroso,Ecar,86.75159236,Alto,3,Economico
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprax,Mega Labs,6428.133333,Alto,3,Economico
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprax,Mega Labs,667.0,Alto,3,Economico
Antigripal,Capsula,Antigripal,mg,Descongrip,Bremyng,470.0,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Alerfast,Tecnoquimicas,8182.932418,Alto,3,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Alerfast,Tecnoquimicas,482.7832756,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Alerfast,Tecnoquimicas,5242.785223,Alto,3,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Alerfast,Tecnoquimicas,777.9652439,Alto,3,Economico
Dolutegravir + Abacavir + Lamivudina,Tableta,Lamivudina 300 mg + Dolutegravir 50 mg + Abacavir 600 mg,mg,Triumeq,Glaxosmithkline,13300.0,Medio,2,Moderado
Dolutegravir + Abacavir + Lamivudina,Tableta,Lamivudina 300 mg + Dolutegravir 50 mg + Abacavir 600 mg,mg,Triumeq,Glaxosmithkline,12074.70644,Medio,2,Moderado
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Orvimox,Med Line,378.7822521,Medio,2,Economico
Acetaminofen Y Codeina,Tableta,Codeina 8 mg + Acetaminofen 325 mg,mg,Algimide Nf,Siegfried,1014.340314,Medio,2,Economico
Baclofeno,Tableta,Baclofeno 10 mg,mg,Spastifen,Advance Scientific,259.4258681,Bajo,1,Economico
Baclofeno,Tableta,Baclofeno 10 mg,mg,Spastifen,Advance Scientific,250.0,Bajo,1,Economico
Etoricoxib,Tableta,Etoricoxib 120 mg,mg,Lexib,Patmar,3749.21514,Medio,2,Economico
Solifenacina,Tableta,Solifenacina 5 mg,mg,Vesicare,Astellas,2414.0,Medio,2,Economico
Solifenacina,Tableta,Solifenacina 5 mg,mg,Vesicare,Astellas,2358.492945,Medio,2,Economico
Pantoprazol,Tableta,Pantoprazol 20 mg,mg,Pantoprax,Mega Labs,13436.43906,Alto,3,Moderado
Pantoprazol,Tableta,Pantoprazol 20 mg,mg,Pantoprax,Mega Labs,930.1260504,Medio,2,Economico
Metformina,Tableta,Metformina 500 mg,mg,G-Met G-Tab,Procaps,842.760549,Medio,2,Economico
Metformina,Tableta,Metformina 500 mg,mg,G-Met G-Tab,Procaps,275.4347826,Medio,2,Economico
Metformina,Tableta,Metformina 1000 mg,mg,G-Met G-Tab,Procaps,1449.07293,Medio,2,Economico
Metformina,Tableta,Metformina 1000 mg,mg,G-Met G-Tab,Procaps,255.6690142,Medio,2,Economico
Perindopril + Indapamida + Amlodipino,Tableta,"Perindopril 5 mg + Amlodipino 10 mg + Indapamida 1,25 mg",mg,Coveratrix,Les Laboratoires Servier,7039.333333,Medio,2,Economico
Perindopril + Indapamida + Amlodipino,Tableta,"Perindopril 5 mg + Amlodipino 10 mg + Indapamida 1,25 mg",mg,Coveratrix,Les Laboratoires Servier,827.1206547,Medio,2,Economico
Perindopril + Indapamida + Amlodipino,Tableta,"Indapamida 2,5 mg + Perindopril 10 mg + Amlodipino 5 mg",mg,Coveratrix,Les Laboratoires Servier,8219.733333,Medio,2,Economico
Perindopril + Indapamida + Amlodipino,Tableta,"Indapamida 2,5 mg + Perindopril 10 mg + Amlodipino 5 mg",mg,Coveratrix,Les Laboratoires Servier,1657.747716,Medio,2,Economico
Indapamida + Amlodipino + Perindopril,Tableta,"Indapamida 1,25 mg + Perindopril 5 mg + Amlodipino 5 mg",mg,Coveratrix,Les Laboratoires Servier,7039.333333,Medio,2,Economico
Indapamida + Amlodipino + Perindopril,Tableta,"Indapamida 1,25 mg + Perindopril 5 mg + Amlodipino 5 mg",mg,Coveratrix,Les Laboratoires Servier,829.0524248,Medio,2,Economico
Amlodipino + Indapamida + Perindopril,Tableta,"Amlodipino 10 mg + Perindopril 10 mg + Indapamida 2,5 mg",mg,Coveratrix,Les Laboratoires Servier,8219.733333,Medio,2,Economico
Amlodipino + Indapamida + Perindopril,Tableta,"Amlodipino 10 mg + Perindopril 10 mg + Indapamida 2,5 mg",mg,Coveratrix,Les Laboratoires Servier,1660.428685,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Mk,2611.246829,Bajo,1,Economico
Fexofenadina,Tableta,Fexofenadina 120 mg,mg,Fexofenadina,Mk,581.2962963,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,Mk,5168.487414,Medio,2,Economico
Fexofenadina,Tableta,Fexofenadina 180 mg,mg,Fexofenadina,Mk,799.0,Alto,3,Economico
Ondansetron,Tableta,Ondansetron 4 mg,mg,Vonau Flash,Farma,4921.9775,Bajo,1,Economico
Ondansetron,Tableta,Ondansetron 4 mg,mg,Vonau Flash,Farma,3000.0,Alto,3,Economico
Dapagliflozina Y Metformina,Tableta,Dapagliflozina 5 mg + Metformina 1000 mg,mg,Xigduo,Astrazeneca,2327.0,Medio,2,Economico
Dapagliflozina Y Metformina,Tableta,Dapagliflozina 5 mg + Metformina 1000 mg,mg,Xigduo,Astrazeneca,1910.407554,Medio,2,Economico
Hidrocodona Y Acetaminofen,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Doloff5-325,Legrand,345.0149551,Medio,2,Economico
Hidrocodona Y Acetaminofen,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Doloff5-325,Legrand,3009.775992,Medio,2,Economico
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacino,Memphis,734.2876574,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Momenta,631.4861386,Bajo,1,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Momenta,677.9078031,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Momenta,4.893507522,Bajo,1,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Atorvastatina,Momenta,764.6571429,Bajo,1,Economico
Acetaminofen Y Tiocolchicosido,Tableta,Acetaminofen 325 mg + Tiocolchicosido 4 mg,mg,Fleximaxace,Lafrancol,4652.538776,Medio,2,Economico
Acetaminofen Y Tiocolchicosido,Tableta,Acetaminofen 325 mg + Tiocolchicosido 4 mg,mg,Fleximaxace,Lafrancol,2552.159366,Medio,2,Economico
Ruxolitinib,Tableta,Ruxolitinib 10 mg,mg,Jakavi,Novartis,181289.0,Medio,2,Costoso
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Solomoxy,Faes Farma,315.3768938,Bajo,1,Economico
Lisdexanfetamina,Capsula,Lisdexanfetamina 70 mg,mg,Samexid,Lafrancol,11903.3,Medio,2,Moderado
Lisdexanfetamina,Capsula,Lisdexanfetamina 30 mg,mg,Samexid,Lafrancol,5562.436577,Medio,2,Economico
Lisdexanfetamina,Capsula,Lisdexanfetamina 30 mg,mg,Samexid,Lafrancol,4896.489607,Medio,2,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Quitide,Aurobindo,230.9060591,Bajo,1,Economico
Quetiapina,Tableta,Quetiapina 100 mg,mg,Quitide,Aurobindo,221.7238971,Medio,2,Economico
Crizotinib,Capsula,Crizotinib 200 mg,mg,Xalkori,Pfizer,207625.3714,Medio,2,Muy Costoso
Montelukast,Tableta Masticable,Montelukast 5 mg,mg,Montelukast,Momenta,537.1995693,Bajo,1,Economico
Mirtazapina,Tableta,Mirtazapina 30 mg,mg,Mirtazapina,Tecnoquimicas,4360.29825,Alto,3,Economico
Azitromicina,Capsula,Azitromicina 500 mg,mg,Azitromicina,Procaps,1707.880507,Bajo,1,Economico
Azitromicina,Capsula,Azitromicina 500 mg,mg,Azitromicina,Procaps,1400.0,Medio,2,Economico
Tamsulosina,Capsula,"Tamsulosina 0,4 mg",mg,Od-Tam,Aurobindo,370.0,Bajo,1,Economico
Tamsulosina,Capsula,"Tamsulosina 0,4 mg",mg,Od-Tam,Aurobindo,265.0102931,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitalopram,Momenta,700.0715007,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitalopram,Momenta,194.5742891,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,Momenta,609.0990282,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitalopram,Momenta,141.9163967,Bajo,1,Economico
Mercaptamina,Capsula,Mercaptamina 150 mg,mg,Cystagon,Recordati Rare Diseases,7704.0,Medio,2,Economico
Secnidazol,Tableta,Secnidazol 1 g,g,Seamib,Bioquifar,1383.175019,Bajo,1,Economico
Montelukast,Tableta Masticable,Montelukast 5 mg,mg,Aircys,Bioquifar,683.3823529,Bajo,1,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Styma,Tecnoquimicas,1148.037098,Medio,2,Economico
Desvenlafaxina,Tableta,Desvenlafaxina 50 mg,mg,Styma,Tecnoquimicas,1111.0,Bajo,1,Economico
Betahistina,Tableta,Betahistina 24 mg,mg,Betahistina,Momenta,1172.278815,Bajo,1,Economico
Betahistina,Tableta,Betahistina 24 mg,mg,Betahistina,Momenta,341.9834811,Bajo,1,Economico
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina,Momenta,1096.384756,Bajo,1,Economico
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina,Momenta,117.0055632,Bajo,1,Economico
Duloxetina,Capsula,Duloxetina 60 mg,mg,Du-Two,Aurobindo,1268.395018,Bajo,1,Economico
Duloxetina,Capsula,"Duloxetina 33,66 mg",mg,Dulokem,Alkem,2606.252549,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 90 mg,mg,Etorimed,Novamed,5174.11249,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 90 mg,mg,Etorimed,Novamed,1445.04717,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 60 mg,mg,Etorimed,Novamed,4435.644318,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 60 mg,mg,Etorimed,Novamed,947.421671,Medio,2,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Taxen,Rociphar,965.4373942,Bajo,1,Economico
Minoxidil,Tableta,Minoxidil 10 mg,mg,Minoxiten,Suiphar,372.8571429,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Tadalafilo,Winthrop,2352.935347,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Tadalafilo,Winthrop,398.8106741,Medio,2,Economico
Abacavir Y Lamivudina,Tableta,Lamivudina 300 mg + Abacavir 600 mg,mg,Abacavir Y Lamivudina,Saluspharma,1121.855072,Bajo,1,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Atorvastatina,Ecar,71.96816067,Bajo,1,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Atorvastatina,Ecar,1110.803634,Medio,2,Economico
Valaciclovir,Tableta,Valaciclovir 1 g,g,Valaciclovir,Tecnoquimicas,6899.69333,Bajo,1,Economico
Valaciclovir,Tableta,Valaciclovir 1 g,g,Valaciclovir,Tecnoquimicas,4543.269767,Bajo,1,Economico
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Valaciclovir,Tecnoquimicas,7505.884257,Medio,2,Economico
Valaciclovir,Tableta,Valaciclovir 500 mg,mg,Valaciclovir,Tecnoquimicas,2359.252941,Medio,2,Economico
Secnidazol,Tableta,Secnidazol 1 g,g,Secnidazol,Pentacoop,1531.875708,Bajo,1,Economico
Secnidazol,Tableta,Secnidazol 1 g,g,Secnidazol,Pentacoop,393.0,Bajo,1,Economico
Ranolazina,Tableta,Ranolazina 500 mg,mg,Ranexicor,Latinfarma,3925.674157,Medio,2,Economico
Ranolazina,Tableta,Ranolazina 500 mg,mg,Ranexicor,Latinfarma,1664.493021,Medio,2,Economico
Diclofenaco Y Tramadol,Tableta,Diclofenaco 25 mg + Tramadol 25 mg,mg,Dicasen,Farmaceutica Paraguaya,2885.517394,Medio,2,Economico
Diclofenaco Y Tramadol,Tableta,Diclofenaco 25 mg + Tramadol 25 mg,mg,Dicasen,Farmaceutica Paraguaya,591.2643456,Bajo,1,Economico
Etoricoxib,Tableta,Etoricoxib 30 mg,mg,Ericox,Lafrancol,5620.1,Medio,2,Economico
Etoricoxib,Tableta,Etoricoxib 30 mg,mg,Ericox,Lafrancol,860.6993865,Medio,2,Economico
Acetaminofen + Cafeina + Naproxeno,Tableta,Acetaminofen 250 mg + Cafeina 65 mg + Naproxeno 220 mg,mg,Dolicox Forte Max,Patmar,746.1666807,Bajo,1,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Klaricid Ud,Lafrancol,10147.3,Medio,2,Moderado
Claritromicina,Tableta,Claritromicina 500 mg,mg,Klaricid Ud,Lafrancol,7939.230916,Medio,2,Economico
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Tafyn,Patmar,6360.240108,Medio,2,Economico
Amoxicilina,Capsula,Amoxicilina 500 mg,mg,Amoxicilina,Memphis,352.8272333,Medio,2,Economico
Memantina,Tableta,Memantina 20 mg,mg,Dinive,Altadis,2608.782488,Bajo,1,Economico
Memantina,Tableta,Memantina 20 mg,mg,Dinive,Altadis,818.0080504,Medio,2,Economico
Condroitina + Glucosamina + Metilsulfonilmetano,Tableta,Glucosamina 750 mg + Condroitina 600 mg + Metilsulfonilmetano 250 mg,mg,Wellflex,Healthy America,812.2593411,Bajo,1,Economico
Melatonina,Capsula,Melatonina 3 mg,mg,Melatonina,Healthy America,243.4145689,Bajo,1,Economico
Memantina,Tableta,Memantina 10 mg,mg,Dinive,Altadis,1303.152845,Bajo,1,Economico
Memantina,Tableta,Memantina 10 mg,mg,Dinive,Altadis,523.2112676,Medio,2,Economico
Hidrocodona Y Naproxeno,Tableta,Hidrocodona 10 mg + Naproxeno 250 mg,mg,Doxu Plus,Lafrancol,4897.238889,Medio,2,Economico
Hidrocodona Y Naproxeno,Tableta,Naproxeno 250 mg + Hidrocodona 10 mg,mg,Doxu Plus,Lafrancol,4182.15,Medio,2,Economico
Hidrocodona Y Naproxeno,Tableta,Naproxeno 250 mg + Hidrocodona 10 mg,mg,Doxu Plus,Lafrancol,3625.881266,Medio,2,Economico
Hidrocodona Y Naproxeno,Tableta,Hidrocodona 5 mg + Naproxeno 250 mg,mg,Doxu,Lafrancol,4919.068553,Medio,2,Economico
Hidrocodona Y Naproxeno,Tableta,Hidrocodona 5 mg + Naproxeno 250 mg,mg,Doxu,Lafrancol,1919.027643,Medio,2,Economico
Olanzapina,Tableta,Olanzapina 10 mg,mg,Olanzapina,Tecnoquimicas,2780.541421,Bajo,1,Economico
Simeticona Y Bromuro De Pinaverio,Capsula,Dimeticona 300 mg + Bromuro De Pinaverio 100 mg,mg,Bromux D,Mega Labs,5249.329115,Medio,2,Economico
Simeticona Y Bromuro De Pinaverio,Capsula,Dimeticona 300 mg + Bromuro De Pinaverio 100 mg,mg,Bromux D,Mega Labs,1974.968949,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,La Sante,411.7517493,Bajo,1,Economico
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,La Sante,56.84448463,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,La Sante,199.6561319,Medio,2,Economico
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,La Sante,44.69228889,Medio,2,Economico
Tolterodina,Capsula,Tolterodina 4 mg,mg,Terotol,Procaps,3495.329205,Alto,3,Economico
Tolterodina,Capsula,Tolterodina 4 mg,mg,Terotol,Procaps,1292.266488,Bajo,1,Economico
Acetaminofen Y Hidrocodona,Tableta,Hidrocodona 5 mg + Acetaminofen 325 mg,mg,Doliren,Lafrancol,4623.5,Medio,2,Economico
Acetaminofen Y Hidrocodona,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Doliren,Lafrancol,321.8941998,Medio,2,Economico
Naproxeno,Capsula,Naproxeno 250 mg,mg,Naproxeno,Memphis,322.674589,Medio,2,Economico
Temozolomida,Capsula,Temozolomida 20 mg,mg,Temitoma,Sun Pharmaceutical,83674.6988,Alto,3,Costoso
Azitromicina,Tableta,Azitromicina 500 mg,mg,Impofin-Z,Impofar,1333.452589,Bajo,1,Economico
Levetiracetam,Tableta,Levetiracetam 500 mg,mg,Acizan,Altadis,1038.244444,Medio,2,Economico
Levetiracetam,Tableta,Levetiracetam 500 mg,mg,Acizan,Altadis,664.3333333,Medio,2,Economico
Citicolina,Tableta,Citicolina 500 mg,mg,Complegel Nf,Siegfried,4074.63247,Bajo,1,Economico
Citicolina,Tableta,Citicolina 500 mg,mg,Complegel Nf,Siegfried,3696.055363,Medio,2,Economico
Diclofenaco,Tableta,Diclofenaco 50 mg,mg,Fenaclide,Gimed,191.5,Medio,2,Economico
Albendazol,Tableta,Albendazol 200 mg,mg,Maxpar,Gimed,2948.0,Alto,3,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafilo,Gimed,1629.5,Medio,2,Economico
Acido Ursodesoxicolico,Tableta,Acido Ursodesoxicolico 600 mg,mg,Ursacol,Zambon,2186.384371,Medio,2,Economico
Acido Ursodesoxicolico,Tableta,Acido Ursodesoxicolico 600 mg,mg,Ursacol,Zambon,5130.4,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Atorvastatina,Tecnoquimicas,2890.416863,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Atorvastatina,Tecnoquimicas,759.0507937,Alto,3,Economico
Levetiracetam,Tableta,Levetiracetam 1000 mg,mg,Acizan,Altadis,1713.797778,Bajo,1,Economico
Levetiracetam,Tableta,Levetiracetam 1000 mg,mg,Acizan,Altadis,769.0765569,Medio,2,Economico
Febuxostat,Tableta,Febuxostat 80 mg,mg,Fenox,Lafrancol,3039.466667,Medio,2,Economico
Febuxostat,Tableta,Febuxostat 80 mg,mg,Fenox,Lafrancol,1992.726351,Alto,3,Economico
Febuxostat,Tableta,Febuxostat 40 mg,mg,Fenox,Lafrancol,2956.133333,Medio,2,Economico
Febuxostat,Tableta,Febuxostat 40 mg,mg,Fenox,Lafrancol,1132.323383,Alto,3,Economico
Dienogest Y Estradiol Valerato,Tableta,Estradiol Valerato 2 mg + Dienogest 2 mg,mg,Segufem,Lafrancol,2892.428571,Medio,2,Economico
Acetaminofen Y Codeina,Tableta,Acetaminofen 325 mg + Codeina 30 mg,mg,Acetaminofen + Codeina,Lafrancol,729.3868426,Medio,2,Economico
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Lequibac,Leperpharm,8773.301352,Bajo,1,Economico
Valganciclovir,Tableta,Valganciclovir 450 mg,mg,Valkir 450,Legrand,10871.3516,Medio,2,Moderado
Darunavir,Tableta,Darunavir 600 mg,mg,Darunax,Legrand,3072.826087,Bajo,1,Economico
Acetaminofen Y Hidrocodona,Tableta,"Hidrocodona 7,5 mg + Acetaminofen 325 mg",mg,Doloff 7.5-325,Legrand,900.0,Medio,2,Economico
Acetaminofen Y Hidrocodona,Tableta,"Hidrocodona 7,5 mg + Acetaminofen 325 mg",mg,Doloff 7.5-325,Legrand,3465.413712,Bajo,1,Economico
Etinilestradiol Y Gestodeno,Tableta,Etinilestradiol 20 mcg + Gestodeno 75 mcg,mcg,Gestodeno + Etinilestradiol,Momenta,1445.714286,Bajo,1,Economico
Melatonina,Capsula,Melatonina 3 mg,mg,Melatonina,Natural Systems,252.4811511,Medio,2,Economico
Aripiprazol,Tableta,Aripiprazol 15 mg,mg,Zolapril,Kern Pharma,3736.614046,Medio,2,Economico
Sulfametizol,Capsula,Sulfametizol 500 mg,mg,S*Oripol Forte,Ah Robins,1369.928571,Medio,2,Economico
Diosmina,Tableta,Diosmina 450 mg,mg,Venacur,Biochem,1772.726923,Medio,2,Economico
Acetaminofen + Cafeina + Naproxeno,Tableta,Acetaminofen 250 mg + Cafeina 65 mg + Naproxeno 220 mg,mg,X Ray Dol,Genoma,53162.62486,Alto,3,Costoso
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Talysto,Galeno Quimica,18818.90625,Alto,3,Moderado
Tadalafilo,Tableta Masticable,Tadalafilo 5 mg,mg,Talysto,Galeno Quimica,4584.104348,Medio,2,Economico
Vortioxetina,Tableta,Vortioxetina 10 mg,mg,Brintellix,Lundbeck,3001.285714,Medio,2,Economico
Valsartan,Tableta,Valsartan 50 mg,mg,Entresto,Novartis,3691.0,Medio,2,Economico
Febuxostat,Tableta,Febuxostat 80 mg,mg,Urexil,Bussié,3338.039766,Medio,2,Economico
Febuxostat,Tableta,Febuxostat 80 mg,mg,Urexil,Bussié,1075.635172,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitrolam,Hetero Labs,1756.330275,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 10 mg,mg,Escitrolam,Hetero Labs,116.3754188,Bajo,1,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitrolam,Hetero Labs,2610.285714,Medio,2,Economico
Escitalopram,Tableta,Escitalopram 20 mg,mg,Escitrolam,Hetero Labs,161.0432185,Bajo,1,Economico
Dexametasona,Tableta,Dexametasona 4 mg,mg,Myecort,Genyx,5633.897129,Medio,2,Economico
Irbesartan Y Amlodipino,Tableta,Amlodipino 10 mg + Irbesartan 300 mg,mg,Irbeprex A,Mega Labs,7878.987879,Alto,3,Economico
Irbesartan Y Amlodipino,Tableta,Amlodipino 10 mg + Irbesartan 300 mg,mg,Irbeprex A,Mega Labs,5600.0,Medio,2,Economico
Rosuvastatina,Tableta,Rosuvastatina 40 mg,mg,Rosuvastatina,Ecar,86512.45902,Alto,3,Costoso
Rosuvastatina,Tableta,Rosuvastatina 40 mg,mg,Rosuvastatina,Ecar,56805.29012,Alto,3,Costoso
Neratinib,Tableta,Neratinib 60 mg,mg,Loxonin,Daiichi Sankyo,4266.666667,Medio,2,Economico
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Moxifloxacino,Genfar,6134.299085,Medio,2,Economico
Moxifloxacina,Tableta,Moxifloxacina 400 mg,mg,Moxifloxacino,Genfar,3381.292929,Bajo,1,Economico
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Rodanex,Biochem,5255.230926,Medio,2,Economico
Valsartan + Amlodipino + Hidroclorotiazida,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg + Amlodipino 10 mg",mg,Duoval H,Mega Labs,7059.2,Alto,3,Economico
Valsartan + Amlodipino + Hidroclorotiazida,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg + Amlodipino 10 mg",mg,Duoval H,Mega Labs,868.2517483,Bajo,1,Economico
Olmesartan Medoximil,Tableta,Olmesartan Medoxomil 20 mg,mg,Olmedoxtan,Hetero Labs,509.375,Medio,2,Economico
